2025-10-06 14:36:25,600 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:06:22 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:51:46,278 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:21:10 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:51:46,278 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-e03429b5-cdd4-47e5-8953-1191e49691fe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:21:10 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:51:46,278 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:21:10 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:51:46,278 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:21:10 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:21,662 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:25:20 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:21,663 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:20 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:21,663 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-376d3702-67cd-47b8-bbdf-d7404cb7fffe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:20 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:21,663 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:20 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:21,663 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:20 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:39,365 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:25:24 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:39,365 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:24 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:39,365 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-376d3702-67cd-47b8-bbdf-d7404cb7fffe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:24 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:39,365 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:24 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:55:39,366 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:24 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:37,238 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:25:59 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:37,239 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:59 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:37,239 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-376d3702-67cd-47b8-bbdf-d7404cb7fffe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:59 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:37,239 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:59 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:37,239 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:25:59 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:56,462 - src.memgpt.services.letta_client - ERROR - Letta API error sending message: headers: {'date': 'Mon, 06 Oct 2025 09:26:38 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:56,463 - src.memgpt.controller.api - ERROR - Heartbeat step 1 failed: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:26:38 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:56,463 - src.memgpt.controller.api - ERROR - Heartbeat loop failed for agent agent-376d3702-67cd-47b8-bbdf-d7404cb7fffe: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:26:38 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:56,463 - src.memgpt.controller.api - ERROR - Memory operation failed: heartbeat_error - Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:26:38 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 14:56:56,463 - src.memgpt.controller.api - ERROR - Letta agent error: Failed to send message: headers: {'date': 'Mon, 06 Oct 2025 09:26:38 GMT', 'server': 'uvicorn', 'content-length': '46', 'content-type': 'application/json'}, status_code: 500, body: {'detail': 'An internal server error occurred'}
2025-10-06 19:09:17,866 - src.memgpt.services.letta_client - ERROR - Unexpected error listing agents: [WinError 10061] No connection could be made because the target machine actively refused it
